song_id,artists,name,release_date,year,popularity
0jX7GLf5pVGZpchy64sluA,Caamp,Misty,02/12/2016,2016,62
4MaJMSbaMBW3IrBuvWlOSX,"Erik Eriksson', 'Lullabies for Deep Meditation', 'Baby Sweet Dream', 'White Noise Research",White Noise - Loopable With No Fade,04/12/2016,2016,62
7e7VjLxO5xJINHvnRytrqi,BLACKPINK,PLAYING WITH FIRE,01/11/2016,2016,72
7iaw359G2XT14uTfV9feip,"French Montana', 'Kodak Black",Lockjaw (feat. Kodak Black),27/05/2016,2016,61
3HhaSocKwTptze7PySNZlW,A Day To Remember,Paranoia,02/09/2016,2016,64
05DejmhRYCktQogzOVX1H9,Luke Combs,Let the Moonshine,04/11/2016,2016,61
61jnrkPHpLumBf1kqGpRRt,Post Malone,Hit This Hard,09/12/2016,2016,63
4hjbxjZpJ8H6qRCzDOGI0M,dodie,Sick of Losing Soulmates,14/10/2016,2016,64
37adYGaYaAWTGhBaOzX4Fh,Glass Animals,Take A Slice,26/08/2016,2016,62
5e7H5e3BBsDJmygioSJMHF,Wild Rivers,Heart Attack,16/04/2016,2016,62
2T2Tn41RJDWxIuF3Bh65AJ,"Call Me Karizma', 'Cass",F U Till I F U,20/04/2016,2016,65
2WpstnkNuH6dUnm3fVLCpU,Toby Fox,MEGALOVANIA,03/06/2016,2016,68
7qUJQSNX9QNf46CC6FgH66,"Lil Wayne', 'Wiz Khalifa', 'Imagine Dragons', 'X Ambassadors', 'Logic', 'Ty Dolla $ign","Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",05/08/2016,2016,68
1N7Aep1OewK9diaN9WbuuR,Waterparks,Stupid for You,03/11/2016,2016,60
05xA64s3UzOOmAnh9SIIjn,bLAck pARty,Bloom,14/10/2016,2016,63
1zTW7xRtxmprjTUDi6bAHg,Jon Bellion,Woke The F*ck Up,10/06/2016,2016,59
2C2TGgFzrTRIOdQS1vUN5h,J Balvin,Ginza,24/06/2016,2016,70
1MNdfH2KC5LdEde3JPJ513,Lil Uzi Vert,Canadian Goose,27/05/2016,2016,61
7dlNGfd6Fq8xcFb4K6Glws,BTS,I Need U,02/05/2016,2016,70
296mmTJOJ904FwHQsSBdDr,"PLVTINUM', 'Tarro",Champagne & Sunshine,18/11/2016,2016,64
6hzbRKhJHo6cfCHSnNaDS8,"Mac Miller', 'Kendrick Lamar","God Is Fair, Sexy Nasty (feat. Kendrick Lamar)",16/09/2016,2016,63
1sXJ0TZDdYBIV4mlzQFi4j,A Boogie Wit da Hoodie,Fall in Love,16/09/2016,2016,61
4TiKZrN7gtc62SUiufpFCM,BTS,Dope,02/05/2016,2016,69
0Xq0JbzlxLGNfdyR9gM5y2,$uicideBoy$,Do You Believe In God?,25/05/2016,2016,63
7HWmJ1wBecOAMNGjC6SmKE,BLACKPINK,WHISTLE,08/08/2016,2016,71
4qqArAiTPueDxIp7cf87h7,MØ,Final Song,13/05/2016,2016,70
2fl0B0OaXjWbjHCQFx2O8W,"Chance the Rapper', 'Jeremih', 'Francis and the Lights",Summer Friends (feat. Jeremih & Francis & The Lights),27/05/2016,2016,61
3hRi7ubt1NhroxTrdnjn4w,Martin Jensen,Solo Dance,04/11/2016,2016,59
6VZg3YsN5kKBwz39fPcIM1,Cuco,Amor de Siempre,09/07/2016,2016,64
42QRyJd5x6e2TFR1S41g2p,Sonder,Too Fast,25/10/2016,2016,63
69M9QCMsCQ5MLsw7BBW0rL,Lil Uzi Vert,Hi Roller,27/05/2016,2016,60
5xtBRnNNSUihY0J6zi4Ytc,FINNEAS,New Girl,12/08/2016,2016,66
3KbFtYPyVP6C7BQVgH2cCf,Kelly Clarkson,Piece by Piece - Idol Version,04/03/2016,2016,66
6N3qHjcwly8ZuhE4bPYJAX,"Daniel Caesar', 'Kali Uchis",Get You (feat. Kali Uchis),21/10/2016,2016,63
5eoZTdiq4C4aoEfUwAN0ha,Panic! At The Disco,"The Good, the Bad and the Dirty",15/01/2016,2016,63
1CLmFKW99S8eJrebO3GB04,Whitney,No Woman,03/06/2016,2016,66
7GgQi7JTG4b6J4iEF4RTjF,Adele,Remedy,24/06/2016,2016,63
177WEvlLsCc0FzCTWslawr,Travis Scott,outside,16/09/2016,2016,65
53I7CviVHhNYEKth717RLG,Local Natives,Coins,09/09/2016,2016,59
5BoOzegGrg5XFRR8UBDtkF,Post Malone,Broken Whiskey Glass,09/12/2016,2016,64
3SkKLZFgKIY0DKX5Vro5jV,Tash Sultana,Jungle,19/12/2016,2016,60
7Gs3otHnZDq514kFHf0nx7,Meek Mill,Blue Notes,28/10/2016,2016,64
7zBPzAjKAqQpcv8F8GCq5s,MadeinTYO,Uber Everywhere,26/02/2016,2016,62
6BbINUfGabVyiNFJpQXn3x,Future,Wicked,13/04/2016,2016,61
1o0kWPueYo94LIjPYOE5Nf,Kanye West,Saint Pablo,10/06/2016,2016,64
6s3GEN8wK0OMzzzZbXj0fu,"Coldplay', 'Seeb",Hymn for the Weekend - Seeb Remix,25/03/2016,2016,69
4s2BWgnSQ9NZiOQM4PP4HB,Logic,44 Bars,01/07/2016,2016,62
2rizacJSyD9S1IQUxUxnsK,"The Chainsmokers', 'Phoebe Ryan",All We Know (feat. Phoebe Ryan),29/09/2016,2016,69
0xxm1WskKZSCvbkGjkSMr2,STRFKR,Open Your Eyes,04/11/2016,2016,59
6zDs6zI94L761vd0cVScTT,American Authors,I'm Born To Run,01/07/2016,2016,65
7GbUWl6qLW1gdngbEV2WDJ,EXO,Monster,09/06/2016,2016,70
2yGNkkwU2iT0doFxkxhcXH,Banda MS de Sergio Lizárraga,Tengo Que Colgar,05/02/2016,2016,67
40jxatV29fk82SAziDsPqN,"Kid Cudi', 'WILLOW",Rose Golden,16/12/2016,2016,62
7c36pInnsI3DzAGDQcTW99,Ulices Chaidez,Te Regalo,21/10/2016,2016,65
1I6pKIyaBp4OebTGLJpCCC,Bruno Mars,Perm,17/11/2016,2016,66
5XQv5uep3VmhEuDWeFwRep,Justin Moore,Kinda Don't Care,01/01/2016,2016,60
1O3Fgs0iUziOc2JWgLxlKW,Rain Sounds Factory STHLM,Rain Sound : Dark Sky,09/12/2016,2016,63
4CpKEkdGbOJV51cSvx7SoG,Drake,Controlla,13/05/2016,2016,60
4EDijkJdHBZZ0GwJ12iTAj,"The Weeknd', 'Lana Del Rey",Stargirl Interlude,25/11/2016,2016,65
1VZLEW5ZfcAbKZ94XQiSZF,Frank Ocean,Close To You,20/08/2016,2016,63
3fwKVZ73y7UUGMyR6rVCRa,Panic! At The Disco,Golden Days,15/01/2016,2016,63
0LSzBkkQZZkwV656r6etLg,grandson,Bury Me Face Down,16/12/2016,2016,64
0kD586ste6xyDRqUYhVlCh,"Whethan', 'Flux Pavilion', 'MAX",Savage (feat. Flux Pavilion & MAX),06/12/2016,2016,63
2zMXH5k5NZy1Nw460bLvRh,"Cash Cash', 'Bebe Rexha",Take Me Home (feat. Bebe Rexha),24/06/2016,2016,59
1GtmiINnAu5K2VEqyh1Xdc,Elevation Worship,Resurrecting (Live),05/02/2016,2016,62
3aJ66zarLOVW4o2nPDxg0g,Lil Uzi Vert,Grab the Wheel,27/05/2016,2016,60
548ddxWI4sZKK1aCLuMR16,Rebelution,Lay My Claim,03/06/2016,2016,59
3LmuxO8mh3wwIfRUqHJFFy,"50 Cent', 'Sonny Digital",I'm The Man,12/02/2016,2016,67
28luqgS4NCuFKP6YSOtia5,Jalen Santoy,Foreplay,07/07/2016,2016,67
6M1nfYPKy7DRk3IrhFVViQ,Skizzy Mars,Girl on a Train,08/04/2016,2016,60
2Wc5No77rhsfW2mB9LzXB3,Lil Uzi Vert,Ronda (Winners),10/08/2016,2016,60
5BJwmt4lLf6Yrm3MJ1j3J4,Toni Romiti,Imma Dog Too,24/03/2016,2016,60
1yvMUkIOTeUNtNWlWRgANS,Sia,Unstoppable,21/10/2016,2016,70
4VyU9Tg4drTj2mOUZHSK2u,Deniece Williams,Let's Hear It for the Boy,01/04/2016,2016,65
3HdcqQpq7zb5GbEKBDY34p,Fruit Bats,Humbug Mountain Song,13/05/2016,2016,62
6zvsh5ev7zJ8gz96bfBnZx,Kevin Gates,One Thing,29/01/2016,2016,59
1N7qGCKRRnvjoy8MGyHgpS,Blake Shelton,Came Here to Forget,20/05/2016,2016,60
6NSMQFKgjpQb0KkjMDYIK0,"Arcangel', 'Bad Bunny', 'Mambo Kingz', 'DJ Luian",Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),30/09/2016,2016,69
5o9LteJdhkA3ndUDz4JVfV,High Valley,Make You Mine,18/11/2016,2016,59
4xR3MAscflQ262kMeiKshQ,Frank Ocean,Skyline To,20/08/2016,2016,63
2JUqYobT8NvARdPmc4ES2x,Frank Ocean,Good Guy,20/08/2016,2016,63
3BGNdJigkDQsuz5zJuz1SD,Taylor Ray Holbrook,Tie Me Down,15/01/2016,2016,59
78eouBKVRyhbSzJwChr6QM,"Beyoncé', 'Jack White",Don't Hurt Yourself (feat. Jack White),23/04/2016,2016,64
1ahzHj4rfljE8w4ZwpEjOM,Yellow Days,A Little While,18/11/2016,2016,65
19yTqpHTUrw7mOcRDvXYzn,Chris Lane,For Her,12/07/2016,2016,59
02shCNmb6IvgB5jLqKjtkK,"Vicetone', 'Cozi Zuehlsdorff",Nevada,24/06/2016,2016,69
6XMYnm4OTEysN8blzqiCL9,The Avett Brothers,Ain't No Man,24/06/2016,2016,60
3cqZH3cqvfbV8wVbvHyPbG,21 Savage,Red Opps,15/05/2016,2016,60
776iIxEhuk4pjMl33PVQhT,Los Cadetes De Linares,El Palomito,25/04/2016,2016,65
6nxQdXa1uAL0rY72wPZu89,John Legend,Love Me Now,02/12/2016,2016,67
5XMkENs3GfeRza8MfVAhjK,Bruno Mars,Finesse,17/11/2016,2016,67
3qdGhfS5yIyqXMNtmJov6o,"Brown Noise for Babies', 'White Noise for Deeper Sleep', 'Appliances for Meditation",Brown Noise,18/04/2016,2016,60
3qhobDAfBcVoOWZP8Ck8R2,The Lumineers,Ophelia,05/02/2016,2016,58
0NWqNXBJTpXbkI5rPWNy3p,"The Weeknd', 'Future",All I Know,25/11/2016,2016,65
5FQd4JXRcl2UwIToN7hkkk,Kevin Gates,Not the Only One,29/01/2016,2016,59
2986J0T5CGwJGY3aqgANtE,"Justin Timberlake', 'Gwen Stefani', 'Ron Funches",Hair Up,23/09/2016,2016,63
6d3edMXJpns1A0zGKkmlGw,"Anna Kendrick', 'Gwen Stefani', 'James Corden', 'Ron Funches', 'Walt Dohrn', 'Caroline Hjelt', 'Aino Jawo', 'Kunal Nayyar",Move Your Feet / D.A.N.C.E. / It's A Sunshine Day,23/09/2016,2016,63
5KfbFCacFuNJGdK2zvovcF,TWICE,TT,24/10/2016,2016,70
4qAEFnCVCqZsIcaOKQwMUj,"Dennis Kruissen', 'Drew Love",Falling In Love,05/10/2016,2016,63
7nD9nN3jord9wWcfW3Gkcm,"Fifth Harmony', 'Fetty Wap",All In My Head (Flex) (feat. Fetty Wap),27/05/2016,2016,65
6kx8Hf1Udk4V0Ivq6zpoyG,Engelwood,Crystal Dolphin,06/12/2017,2017,72
1ni8ZTAY1GHXEFOGHl7fdg,Billie Eilish,bellyache,22/12/2017,2017,70
5aHfGUxRec6c41luxkDqhX,Kenshi Yonezu,Peace Sign,01/11/2017,2017,71
3dqxngWDgh4tb0VSb83nvc,Joyner Lucas,I'm Sorry,16/06/2017,2017,66
4YaNLEPw3MrIgkGOkBrAh2,"ODESZA', 'Leon Bridges",Across The Room (feat. Leon Bridges),08/09/2017,2017,65
3OuXuCuaZ889JdW2cX1dDw,"Stwo', 'Jeremih",Neither Do I,20/10/2017,2017,70
1Zyd6zQnC6XIIzmg3hP7Ot,BLACKPINK,As If It's Your Last,22/06/2017,2017,75
7my1wrfnHqssb3mtHEPWrI,"blackbear', 'FRND",anxiety (with FRND),27/11/2017,2017,67
2y5aJvzXhHPA94U5GFAcXe,"ZAYN', 'Taylor Swift",I Don’t Wanna Live Forever (Fifty Shades Darker),10/02/2017,2017,70
5jZF1nvKORdaHNjNNMRbFl,Walker Hayes,You Broke Up with Me,08/12/2017,2017,64
3Dwq1oiOFys6Sxr5SslmXw,Harry Styles,Carolina,12/05/2017,2017,69
4iThW5yeI2ExwwG0zte69c,Carly Pearce,Hide The Wine,13/10/2017,2017,64
4Az17HfqonKSWNsaLgTBeK,Darius Rucker,If I Told You,20/10/2017,2017,64
5M7IGym8CgSVOMNvDAGheL,Coast Modern,Guru,28/07/2017,2017,64
6jq6rcOikCZAmjliAgAmfT,San Holo,Light,10/02/2017,2017,67
7qH9Z4dJEN0l9bidizW7fq,Novo Amor,Anchor,26/05/2017,2017,71
2PqSNVmiEQpFkLoNPoDfwI,"Rich Brian', 'Keith Ape', 'XXXTENTACION",Gospel,12/05/2017,2017,68
42H6GeQfrBkT3vTUTdpB1M,Ollie MN,Please Never Fall in Love Again,24/09/2017,2017,67
66PlhdEfyutLRYDVzJy9Rs,Gentle Rain Makers,Drip Drop Sleep,12/04/2017,2017,68
7tr2za8SQg2CI8EDgrdtNl,"Calvin Harris', 'Frank Ocean', 'Migos",Slide (feat. Frank Ocean & Migos),30/06/2017,2017,70
4svZDCRz4cJoneBpjpx8DJ,Taylor Swift,I Did Something Bad,10/11/2017,2017,69
250RLekaiL1q9qZer975Eg,Jason Isbell and the 400 Unit,If We Were Vampires,16/06/2017,2017,66
48nZLOpJOINkICPWpUuhaN,Tyler Childers,Universal Sound,04/08/2017,2017,63
1cG3sQOVItzKsvHzkCzuke,Kane Brown,What's Mine Is Yours,06/10/2017,2017,64
0gMW8XpPFPjoApDii5Tj1u,"Ben Platt', 'Original Broadway Cast of Dear Evan Hansen",Waving Through A Window,03/02/2017,2017,67
48tAdjG4ng2JfECa7OQujk,Brantley Gilbert,The Weekend,27/01/2017,2017,63
2fZQIJew3nkNe99s2PKzul,Selena Gomez,Bad Liar,18/05/2017,2017,71
1WRzux3cJRM9xRNN99QKgR,Tay-K,M.... She Wrote,14/12/2017,2017,64
5wv2XK6ms7KBBVDD1cOwlx,"[""Her's""]",Cool with You,12/05/2017,2017,66
1sSb4ATG8E30IGDdjAvlxh,YNW Melly,Catchin Feelings,14/10/2017,2017,64
3yeEIU7ExwLczEnpXPQlqG,"blackbear', 'lil aaron",playboy shit (feat. lil aaron),27/11/2017,2017,67
4TQcARE7Fd58akNhr3N7AE,MISSIO,Twisted,19/05/2017,2017,68
5c0Vl3yklw5WX9YI36dPLd,Yella Beezy,That's On Me,21/12/2017,2017,63
7HRv1sYuwgoea1m0JRvChV,BROCKHAMPTON,GOLD,09/06/2017,2017,67
0wxwXyrJYHyGUKlBaCIhgp,Ghostemane,Squeeze,05/09/2017,2017,68
1LGFhRGycG5VI9cU8gFgVP,"itssvd', 'Shiloh Dynasty",Losing Interest,12/02/2017,2017,69
53QeelegqpAqMah5XNh5ef,Tranquility Spree,Perfect Rain,05/05/2017,2017,68
3bjLCKsBNSFyx6Gfsb7X4h,Christian French,love ride,16/11/2017,2017,65
0ffweDHrg4bZqdG4IfGYuo,BTS,Pied Piper,18/09/2017,2017,73
6Na5uKk5SsqZimk0hAWo8y,Drake,Signs,23/06/2017,2017,69
2w7O4XCRoIJrwF1NqKL9TM,Judah & the Lion,Take It All Back 2.0,10/03/2017,2017,63
3LMvyfd6x8OVW6VvYDFlNB,Rain Hard,Lush Rain,05/05/2017,2017,68
0Bcg7P1tTblLpEYjXPj2h0,Finn,In Luv with U,18/08/2017,2017,67
4LkLfPYc3yjOta7Gk8FDRB,dvsn,Think About Me,13/10/2017,2017,66
3MOECVkNshqHYTPt5DZcdN,"Deorro', 'Chris Brown",Five More Hours - Deorro x Chris Brown,31/03/2017,2017,71
7cWyFwAaxdK2HSRuiRkMjy,Quinn XCII,Always Been You,15/09/2017,2017,64
7umZiitjVsEjMQ6HNddpUI,Joey Bada$$,Love Is Only a Feeling,06/07/2017,2017,66
3WRQUvzRvBDr4AxMWhXc5E,Petit Biscuit,Sunset Lover,10/11/2017,2017,73
0VE4kBnHJUgtMf0dy6DRmW,Taylor Swift,Getaway Car,10/11/2017,2017,69
3DYZKxjG8SZrWpVcoUilqQ,"Mounika.', 'Cavetown",Cut My Hair,24/06/2017,2017,67
20TYNq9o5sdBAbkCWE9ih7,"Alina Baraz', 'Khalid",Electric (feat. Khalid),20/01/2017,2017,67
1MJErNPIQUoEMu4YUUmecm,"Lil Uzi Vert', 'Pharrell Williams",Neon Guts (feat. Pharrell Williams),25/08/2017,2017,64
4VgEM12OeaN3GyBV487Me7,Green Day,Holiday,17/11/2017,2017,67
5Fim1gaXBgsiFfsQAfQSDS,Nicky Jam,Hasta el Amanecer,20/01/2017,2017,71
5NDUXbMwcnTQp66tI2zcdR,Andy Grammer,Fresh Eyes,01/12/2017,2017,68
2mNunIwTYWrNEYgWYrj97p,Thomas Rhett,Marry Me,08/09/2017,2017,64
3UEnF6y5tyHVtMzldS3svp,"Unlike Pluto', 'Mike Taylor",Everything Black,10/03/2017,2017,72
4J3FltfCktHfD9iPCneDGy,Lil Peep,Kiss,08/06/2017,2017,68
0oTtnnedK0C4unALxVTPhz,Sufjan Stevens,Mystery of Love (From the Original Motion Picture “Call Me by Your Name”),01/12/2017,2017,62
6K8VQ84MqhsoakN5MjrnVR,Lorde,Supercut,16/06/2017,2017,68
2N4idqj9TT3HnH2OFT9j0v,Mac DeMarco,Still Beating,05/05/2017,2017,67
7aOor99o8NNLZYElOXlBG1,Greta Van Fleet,Highway Tune,10/11/2017,2017,69
6jweSpMwhhNpfILeZ3kLso,Virlan Garcia,En Donde Esta Tu Amor,06/10/2017,2017,71
39jXnbACjiaiTwwhsr5sY5,Niall Horan,Too Much To Ask,20/10/2017,2017,73
4gkJWcgc9QCFursmUBOirO,Dreams of Dreams,River Rain,05/05/2017,2017,68
68fod3VaswZIi1hGEBnaoY,Heavy Rain Sounds,Heavy Rain With Brown Noise,19/04/2017,2017,67
435yU2MvEGfDdmbH0noWZ0,Joji,worldstar money (interlude),03/11/2017,2017,66
0s6OWiWGuiCcm1Muzch5A8,Chris Janson,Fix a Drink,22/09/2017,2017,63
3mPuBLqbLyJcATmzbYFKYz,Granular,White Noise - 200 hz,24/10/2017,2017,68
2p7HK5kylOOYeBXyJJbBru,Rain Sounds ACE,Moderate Rain,05/05/2017,2017,68
7412fpVfB2PSSb1nENQczC,Mt. Joy,Sheep,18/01/2017,2017,64
2wxfu24GQpEZQrjDJm5Ac1,Carly Pearce,Every Little Thing,13/10/2017,2017,63
1WbXIpiGBJkCiv3hn40iPB,"Romeo Santos', 'Ozuna",Sobredosis (feat. Ozuna),21/07/2017,2017,71
5izkpKVqd3GcRkYFBm9WOn,Decidic FX,Breeze Rain,05/05/2017,2017,68
3nuFetWG4SIUiQ5a7ZIpqi,Kuzu Mellow,Sunflower Feelings,17/05/2017,2017,66
6xagjcywpcyNFghafZPQJv,Miguel,Banana Clip,01/12/2017,2017,65
5Lbsc65org0b85kNsPkluY,Harry Styles,Only Angel,12/05/2017,2017,69
5gx2E5aIXMRBellPZW1up5,"Chris Brown', 'Yo Gotti', 'A Boogie Wit da Hoodie', 'Kodak Black","Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)",31/10/2017,2017,67
5wTVNpi5WDByxBgKgUE6MU,SZA,Supermodel,09/06/2017,2017,65
2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,05/05/2017,2017,68
1tPAhtdVRtRexRdH9QXOSP,Mike Ryan,Damn Good Goodbye,20/10/2017,2017,62
24upABZ8A0sAepfu91sEYr,Kid Francescoli,Moon (And It Went Like),03/03/2017,2017,70
1QKDXegQxJBzSs8ZBNtGbT,XXXTENTACION,A GHETTO CHRISTMAS CAROL,19/12/2017,2017,65
0ASYuzPsTBA6ZmIsuvNZby,Nohidea,falling down (feat. shiloh),06/08/2017,2017,68
7CyWL6xqJguZUnYFl4H1dy,Natural Sample Makers,Rain Gutter,05/05/2017,2017,67
0eXDbW9ymC4TX6aWWOhkrf,Natural Sound Selections,Good Night Sleep,12/04/2017,2017,67
0dSLnSPJN0zkRsHl529pjJ,Natural Sound Selections,Lluvia Eterna,12/04/2017,2017,68
05bnEv2dpFzmGVLGdjD9UP,XXXTENTACION,Orlando,25/08/2017,2017,68
0HZk0QsXPhMNAWNDR3rYE8,Pentatonix,Hallelujah,06/12/2017,2017,62
2XeZi7qwChzLOt32tsoPXV,Moux,Gaze,06/01/2017,2017,70
7y6c07pgjZvtHI9kuMVqk1,"Drake', 'Black Coffee', 'Jorja Smith",Get It Together,18/03/2017,2017,70
0GVuLQtPXFaL18ijEOqoAa,Michelle Williams,Tightrope,08/12/2017,2017,69
1KzNsOkpQthVwpCJrADJEQ,Playboi Carti,dothatshit!,14/04/2017,2017,65
0fWBFDRTIuk8ZgNdZqhCer,"Big Sean', 'Metro Boomin', 'Kash Doll",So Good (& Metro Boomin),08/12/2017,2017,65
19JzJOMs4wkuKxY8WEOMea,Elijah Who,this girl,29/09/2017,2017,68
567CrVjCl2p3qmZqMKfOD9,Kodak Black,Don't Wanna Breathe,18/08/2017,2017,63
0hLObGB9xRjuRVasHehmLI,Yoke Lore,Truly Madly Deeply - Recorded at Spotify Studios NYC,11/10/2017,2017,66
4U1j4Di9S3dSqckssFU8kl,Doobie,Nikki Sixx,08/12/2017,2017,62
4DYnts7fnmVlyi1pVn1ImU,Rain Recorders,Cats And Dogs,09/01/2017,2017,67
6NOq79ynBpBi6BSJMdgReN,"Billie Eilish', 'Astronomyy",Ocean Eyes - Astronomyy Remix,13/01/2017,2017,69
13W2FZtELfJiVBst64qKf4,Madison Beer,Dead,02/02/2018,2018,72
7t5MUcFIIayP1M6TNhtWE0,"Cuco', 'J-Kwe$t",Summer Time High Time,04/05/2018,2018,68
794QVQtFNy7hvtjQP1keQd,"G-Eazy', 'Yo Gotti', 'YBN Nahmir",1942 (feat. Yo Gotti & YBN Nahmir),13/04/2018,2018,69
7DKS0rX27cCEPsK0R6tFWS,The Weeknd,Wasted Times,30/03/2018,2018,72
3xca35T5BVLg4ePuVzc7wW,Morgan Wallen,Had Me By Halftime,27/04/2018,2018,66
78cIbVjU1xn7mbQ9i35avl,guardin,i think you're really cool,08/05/2018,2018,69
3TgMcrV32NUKjEG2ujn9eh,The 1975,It's Not Living (If It's Not With You),30/11/2018,2018,72
0iwsQWgtjSq2kUXuZwTDAL,Madison Beer,Home with You,02/02/2018,2018,73
5aqu5xhPqoOWqF71PkfgM8,Joji,ATTENTION,26/10/2018,2018,71
7BuHdm4lQqcyG3qTwdkxus,"Wisin & Yandel', 'Romeo Santos",Aullando,14/12/2018,2018,76
2rbDhOo9Fh61Bbu23T2qCk,Lady Gaga,Always Remember Us This Way,05/10/2018,2018,79
3nQQotHU6YtE0Z4kiMNoW8,"Bhad Bhabie', 'Lil Baby",Geek'd (feat. Lil Baby),18/09/2018,2018,72
1mHLxIGKfmWBdH1bZzO7pW,Quando Rondo,ABG,29/05/2018,2018,66
76vMKwFtdDDCLcM6zXybjB,Panic! At The Disco,Say Amen (Saturday Night),22/06/2018,2018,69
1f5PNhkNgUpvDEeZfcIlO1,"Cardi B', 'SZA",I Do (feat. SZA),06/04/2018,2018,68
5mu1uv8RmzDkF8foePK5qa,"Iggy Azalea', 'Tyga",Kream (feat. Tyga),03/08/2018,2018,74
3qTmB5HxP9ilJaiM6B1yuk,Scotty McCreery,Five More Minutes,12/01/2018,2018,66
6gDLL171KDoV7VAdAvzHUq,Mitchell Tenpenny,Bitches,14/12/2018,2018,66
22WV03i2lBbwNVCE1g671p,JID,151 Rum,26/11/2018,2018,69
2mfahQ0EaaZWq4cFNg6A1o,Devin Dawson,All On Me,19/01/2018,2018,66
77a5Eu7lC3tG0Sukt2O91U,LANCO,Born to Love You,19/01/2018,2018,67
38nVuIj9mi5a8oopOJhSJk,Brett Young,Here Tonight,07/12/2018,2018,67
1B6TmCvKjC4dopBohVW51x,Jacquees,B.E.D.,07/09/2018,2018,69
0uSGTaHms9ceAxb7L6VLrU,Dan + Shay,All To Myself,03/05/2018,2018,66
5wPhznwiMGc1tUojiEkAkG,JayDaYoungan,Elimination,15/07/2018,2018,66
4ggabbjjuHrG06SsYnqvEs,Chayín Rubio,Ya Me Enteré,11/05/2018,2018,75
4ppTAJUbNXELZcoUaL90wo,The Weeknd,Try Me,30/03/2018,2018,72
6dFn6my1sHK2bcf23GlHwM,Mac Miller,2009,03/08/2018,2018,68
4eHq5gcF7S78ouJxR12mGc,Rain Sounds For Sleep,Sleep Well Rain Sound,11/01/2018,2018,70
0kCBorRrKZkSztd9m0QI3r,"Young Thug', 'Young Stoner Life Records', 'Gunna', 'Lil Baby",Chanel (Go Get It) [feat. Gunna & Lil Baby],17/08/2018,2018,69
6vnfObZ4Ys70SBAtti1xZ9,Travis Scott,COFFEE BEAN,03/08/2018,2018,72
5HeKOKc4phmLn8e4I7EkzD,Twenty One Pilots,My Blood,05/10/2018,2018,73
14kYOiFVPb7E7NfFbqhdln,Ariana Grande,goodnight n go,17/08/2018,2018,72
0SbOpoBzBBCqWIcvo94JeD,Ella Mai,Naked - Bonus Track,12/10/2018,2018,69
4eWQlBRaTjPPUlzacqEeoQ,Camila Cabello,Never Be the Same,12/01/2018,2018,74
0WHi11uzahqpEtPGYCW6oQ,Alec Benjamin,If I Killed Someone For You,16/11/2018,2018,71
2dwoqUYTy6SOy1dFqcTndC,"Jason Aldean', 'Miranda Lambert",Drowns The Whiskey (feat. Miranda Lambert),13/04/2018,2018,65
2dgrYdgguVZKeCsrVb9XEs,Mac Miller,What's the Use?,03/08/2018,2018,70
4QMSq1uq0JgvyKhEDp8wkx,The Band CAMINO,Less Than I Do,14/12/2018,2018,67
4CH66Rxcjcj3VBHwmIBj4T,XXXTENTACION,BAD!,09/11/2018,2018,69
52MNypbTWiwybwzhXvsPk5,Cole Swindell,Love You Too Late,17/08/2018,2018,66
0SIooo95Kba3UwPBRUOcmd,Aldo Trujillo,"Todos Hablan, Nada Saben",18/06/2018,2018,72
1OWGLpptXlHLw1yibeHiHa,Aminé,SHINE,15/08/2018,2018,68
18lKp9uRyR2xJZFvg8ZWUC,Zenibly,Clean & Pure White Noise,01/08/2018,2018,71
2awExtNBABpwOFC78XViJd,Ruel,Not Thinkin' Bout You,15/06/2018,2018,71
1t4pPnbkOjzoA5RvsDjvUU,BROCKHAMPTON,1999 WILDFIRE,07/07/2018,2018,69
3OnOomd79OjqSYHchCQ6ht,"Migos', 'Post Malone",Notice Me,26/01/2018,2018,70
6SOBCABlykuNrO04rmXpLs,"6ix9ine', 'DJ SpinKing",TATI,27/11/2018,2018,72
4fFfyouye6vrX9o9z4PVMu,Lauv,Never Not,31/05/2018,2018,76
2I9zHCCeKJRKMgJ6UJFN9W,Sofia Mills,Coffee Breath,08/03/2018,2018,70
4apiNNK0jp9uqn3JDG9My1,"Trippie Redd', 'Travis Scott",Dark Knight Dummo,10/08/2018,2018,68
2UciqgwVDwro0fev3MFbxJ,J. Cole,ATM,20/04/2018,2018,68
467t3218y3yihFcyDGWjr0,Dijon,Skin,19/04/2018,2018,69
68QcquxCS39cQGTsRrJWIR,Bad Bunny,Amorfoda,15/02/2018,2018,74
6akBF8JWM8lrpqejdwIfYI,Lil Peep,16 Lines,09/11/2018,2018,72
37mfTcSlX60JtAvAETytGs,I DONT KNOW HOW BUT THEY FOUND ME,Choke,24/08/2018,2018,69
222B3aljXx6fFwKmFjuBED,"Little Mix', 'Nicki Minaj",Woman Like Me (feat. Nicki Minaj),16/11/2018,2018,76
6GGdkwYk4NXuiIcQD16AZg,mxmtoon,feelings are fatal,07/12/2018,2018,69
