song_id,artists,name,release_date,year,popularity
3N7aFxp1BdZcD14NoEzfgU,Chief Keef,That's It,20/11/2015,2015,56
58lknB6kkfcDjMpCfx7rLH,Lil Uzi Vert,Right Now,18/12/2015,2015,54
3YmA3gZqlXl0MkwhkVKxRy,"Maná', 'Shakira",Mi Verdad (feat. Shakira),21/04/2015,2015,66
44aN5xKL3kGHvQ5bXVk6B8,Adam Lambert,Ghost Town,11/06/2015,2015,65
64iDjAuWDogVhuoWhKklF9,Red Velvet,Dumb Dumb,09/09/2015,2015,63
3aeSTu6ejN2BU8YywEcHWO,"Ludacris', 'Miguel",Good Lovin,31/03/2015,2015,56
5NmENli4oodYuWrI0vSGK4,"Cartoon', 'Coleman Trapp",Why We Lose,11/06/2015,2015,65
65jAAJsVwn1GaToyDX44Z3,"Alina Baraz', 'Galimatias",Can I,19/05/2015,2015,53
4yWCzA44dQyp0SoeM81bUb,Justin Bieber,Life Is Worth Living,13/11/2015,2015,62
5mCprFWOqe0jB96v9RhLBo,"Joywave', 'KOPPS",Tongues,14/04/2015,2015,56
6r64PMqq9VxnT0Xr3439uH,X Ambassadors,American Oxygen,18/03/2015,2015,61
1rN55j78K87LEfRKZsSFYm,"Kid Ink', 'Usher', 'Tinashe",Body Language (feat. Usher & Tinashe),02/01/2015,2015,52
3O6i7SEWrQw0azh0xpOwaj,Aaron Watson,That Look,17/02/2015,2015,53
4xuToNvDiZHnDQVujjK49s,Vertical Worship,Spirit of the Living God,16/01/2015,2015,56
4lKXjLzAV0Nxwln8MxHVtQ,Halsey,Coming Down,28/08/2015,2015,57
3gR5KQnC8FYLoPG2LEfbGP,"La Sonora Dinamita', 'Margarita",Amor de Mis Amores,01/07/2015,2015,54
5Iy1wdO0tMaHwKnfFYtlel,Billie Marten,Cursive,13/11/2015,2015,62
4Egb5xP6cniUx0kgZd5zLB,Bomba Estéreo,Soy Yo,02/06/2015,2015,63
6yayIoldAdLZma98ePTyqt,"Meditation Music Club', 'Meditation Music Masters', 'Thunderstorm Sleep', 'Thunder Storm', 'Lightning, Thunder and Rain Storm', 'Thunderstorms', 'Sounds of Nature: Thunderstom, Rain",A Gentle Thunderstorm,07/07/2015,2015,55
5dM52n0cmm1Kt8abAP1l9Z,Russ,Too Many,22/06/2015,2015,56
0AHHDAHFRaT82UVw5fMr1R,Parkway Drive,Vice Grip,25/09/2015,2015,59
6gorwqDJ7bsdCHcVs5uS9u,Monsta X,HERO,07/09/2015,2015,61
3Dbgo1HE3DErIBNDIO4Hyd,Imagine Dragons,Blank Space/Stand By Me - Live From Spotify London,20/04/2015,2015,65
1pePqg6hTMeaTZNNECqT03,BTS,Boyz with Fun,29/04/2015,2015,62
1MmfngQYkwmkGA6WmbVcsD,Red Shahan,Men & Coyotes,04/09/2015,2015,53
3aqr3ILYsAN0YIXF0qDnO4,"White Noise Meditation', 'Rain for Deep Sleep', 'Thunderstorm Sleep', 'Thunder Storm', 'Lightning, Thunder and Rain Storm', 'Thunderstorms",An Angry Thunderstorm,06/06/2015,2015,56
7IAa7vUJ11STN7le8XaxsH,"Missy Elliott', 'Pharrell Williams",WTF (Where They From) [feat. Pharrell Williams],12/11/2015,2015,56
3rGew9pmFEmGD9nZ12F1tN,Kehlani,The Letter,28/04/2015,2015,56
6XA12laU5GUhas6GcWDLuU,State Champs,Secrets,16/10/2015,2015,56
73C4vh7W8u41Vll5HvBqv7,Kehlani,You Should Be Here,28/04/2015,2015,57
3e9dlCDa68YOOJ5kFSiEdp,Mumford & Sons,Ditmas,04/05/2015,2015,54
53DVsTZvB16BDP30XmfSef,Mandolin Orange,Old Ties and Companions,05/05/2015,2015,54
4vhKRjmiboAhfunCabpXap,Matt Maher,Because He Lives (Amen),16/03/2015,2015,55
1laUzJ0NBV7iwWCcquCxcN,United Pursuit,Simple Gospel (Live),14/08/2015,2015,56
5xwpXWWkfJRqg1S27oVxh4,"Juicy J', 'K CAMP",All I Need (One Mo Drank) (feat. K Camp),23/03/2015,2015,54
252T5dAokvMiNzXZchojoH,Highly Suspect,Bath Salts,17/07/2015,2015,54
2wzBBN4okgN6lZ6OSkBB1L,Javier Rosas Y Su Artillería Pesada,"En La Sierra Y En La Ciudad ""La China""",03/03/2015,2015,58
4IBkR62QBXApyiI2rIRZzS,"Vicetone', 'Kat Nestel",Angels - Radio Edit,20/04/2015,2015,59
4dpEYOPcmHNfvERbiajp3G,Cage The Elephant,Sweetie Little Jean,18/12/2015,2015,59
4T0ScSPdQKmGvruK7pavNP,Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",10/02/2015,2015,55
37sWianweYMt42ZoSABn6y,"Bethel Music', 'Jonathan David Helser', 'Melissa Helser",No Longer Slaves (Radio Version) [feat. Jonathan David Helser & Melissa Helser],21/08/2015,2015,55
6ycYqFnXnjMOwMvEMbEpUk,Future,Blow a Bag,17/07/2015,2015,55
0MuqFuh4MerIiFsYWuEFaP,"Skizzy Mars', 'Marc E. Bassy",Do You There (feat. Marc E. Bassy),03/02/2015,2015,54
1dUszfK4TRd54EegEkOT34,"Jeremih', 'Jhené Aiko",Worthy,04/12/2015,2015,56
4UaWrzY75h1tAvlxa4NKP9,"Big Sean', 'Drake', 'Kanye West",Blessings - Extended Version,03/02/2015,2015,56
7MTZVwYiEahXQIyCU2FLPV,Deaf Kev,Invincible,14/05/2015,2015,65
2yARskwKoNDTbL61y3qqjy,Rob Thomas,Hold on Forever,21/08/2015,2015,55
4nrWU5PRlFJubLjahofpOU,Papa Roach,Gravity,27/01/2015,2015,57
7EQBIAZHD2QAh9sgtjZJgI,NF,Wait,31/03/2015,2015,57
4OXVBbmqS1YoLTHrYYimuw,Jazmine Sullivan,Baltimore,23/06/2015,2015,60
5EqGquh3ajBQjudpLLhJKy,Khruangbin,Mr. White,06/11/2015,2015,58
71oKIKX8oUaPZQtKC5Wo0h,Nipsey Hussle,That's How I Knew,01/01/2015,2015,54
5DmWOVaWBbIWKQnk6bMdwu,Mumford & Sons,Tompkins Square Park,04/05/2015,2015,53
5cYZm4KeDKM8Pw8z5XRKJt,"A$AP Rocky', 'Juicy J', 'UGK",Wavybone (feat. Juicy J & UGK),26/05/2015,2015,56
7dFERLugNJZUgtX1V3KA4b,The Wombats,Pink Lemonade,14/04/2015,2015,52
2RwzuFDm2uqTaMMXXSZSw6,Chris McClarney,God Of Miracles - Live,09/06/2015,2015,57
5yZvaUVyuXfSVUaMumFi6l,"Naughty Boy', 'Beyoncé', 'Arrow Benjamin",Runnin' (Lose It All),17/09/2015,2015,67
7Cia4WzapwjMr0NUQF8vf3,Seafret,Oceans,21/01/2015,2015,61
4UvGBQU3zPO5IcagzHDIxS,Moods,Love Is Real,09/02/2015,2015,60
62ZXL1CWLJDiDWUZUhfLfU,BØRNS,Dopamine,16/10/2015,2015,55
5y4kIhxMGxEqmUTDdbf0jI,Josh Ward,Together,30/10/2015,2015,52
2ZekuYUoEIBrUwHOY0gcgB,Tim McGraw,How I'll Always Be,01/01/2015,2015,54
7rlCeTnjn0plPZkVAcctPZ,LunchMoney Lewis,Bills,05/02/2015,2015,63
5wQRNkb7OhzJoT1P0OZ4Rw,Jon Bellion,All Time Low,14/04/2015,2015,56
37EDnGj3yFe5Hs4Zk3s3YF,Meek Mill,Monster,03/03/2015,2015,53
3RlcLpMmRvSd84Uw6Yt4Iw,BTS,I Need U,29/04/2015,2015,62
5fLfzMQ6T583mnUke8622M,Sports,You Are the Right One,24/07/2015,2015,59
228nYWqXzsBS9Ha0SIpM7q,"Earl Sweatshirt', 'Vince Staples",Wool (feat. Vince Staples),23/03/2015,2015,55
6NDt5z8GKIHub37hBQ4x18,Bob Moses,Tearing Me Up,18/09/2015,2015,61
5vnxFrKjeFmx5Pmw42g4dz,William Clark Green,Still Think About You,21/04/2015,2015,52
0tZqXCvOx44WKqcgEZtIRl,Helena Bonham Carter,Bibbidi-Bobbidi-Boo (The Magic Song),01/01/2015,2015,58
0bftKN5U7bF3FQsx3Rvzt1,JT Music,Five More Nights,15/04/2015,2015,57
6rVujfYLm9YmdyjV5xTgsS,Hopsin,Ill Mind of Hopsin 7,24/07/2015,2015,56
1iEwyiSLAunPR6uouANE0O,Maluma,El Perdedor,30/10/2015,2015,64
5m8kgo7TXA7NfKhYPJQ2sO,"Usher', 'Nas', 'Bibi Bourelly",Chains (feat. Nas & Bibi Bourelly),16/10/2015,2015,59
07huQEWGQAe7aJaeR08Cag,Breaking Benjamin,Never Again,23/06/2015,2015,55
3qEOommLiDYvxoZfsB3ONu,Hawk Nelson,Drops In the Ocean,17/03/2015,2015,52
20NEld0MhrR4Zpgrf9brq8,Florence + The Machine,Ship To Wreck,01/06/2015,2015,54
5OFKWrKbS8iTIGxgjyHDzW,"Miguel', 'Wale",Coffee (F***ing) (feat. Wale),01/05/2015,2015,56
5H25xsIuRWUI8GwcoAoeSG,"Travis Scott', 'Kanye West",Piss On Your Grave (feat. Kanye West),04/09/2015,2015,57
1RLT391KHFFJwbDb7y3eyd,Tyler Farr,Better in Boots,27/04/2015,2015,53
4YZkx9hCBOdaI71lzKEnOx,7eventh Time Down,God Is on the Move,21/08/2015,2015,54
5fx09bPIoEiVlEpn3sc2SY,Rain Sounds,Autumn Rain,14/12/2015,2015,58
5KAgd2yW7tktrKDsJhO9Fr,Marianas Trench,Who Do You Love,23/10/2015,2015,57
16mWMgcGZoxzm9KcHUTPOw,Cody Jinks,Ready for the Times to Get Better,12/01/2015,2015,53
6szw2Y2ywtth0oc7ODN3Tz,COIN,Run,05/06/2015,2015,54
4e5lEqydMatcEio6ef9Dpf,Eminem,Phenomenal,24/07/2015,2015,60
5w1vhNA2OEWUQ371QzyMmM,"Yo Gotti', 'Nicki Minaj",Down In the DM (feat. Nicki Minaj) - Remix,19/02/2016,2016,59
7521tuq6n0HBcImi95xRDP,Jelly Roll,California,13/05/2016,2016,55
63SvuIM9L3ONAcYS2ODUoN,Binaural Beats Sleep,Binaural Beats (Restful Sleep),29/11/2016,2016,58
7myke8Id4WyKFlWcRBJdIF,Metallica,Hardwired,18/11/2016,2016,56
1SPBJ5ol7xYyzxt1Gs0MTD,Deep Sleep Music Collective,Sleeping Music (Piano Sleep Music),07/11/2016,2016,62
2os38o5E7NoO4B2cx42h5V,Shakewell,Sleeping Bag,17/08/2016,2016,58
453QwgDIG95NmmLqSxnPsR,Jon Bellion,iRobot,10/06/2016,2016,55
7tZdkPtebOG29TzPPHlsem,Two Feet,Quick Musical Doodles,29/07/2016,2016,66
7iCeaYJSEdGWeFNTAEqUzJ,"ZAYN', 'Kehlani",wRoNg (feat. Kehlani),25/03/2016,2016,63
46aSz462xUFxA5X4O6WlB0,"BADBADNOTGOOD', 'Charlotte Day Wilson",In Your Eyes,08/07/2016,2016,58
7uYbpT7Wfsu0w1eccEKDvM,Migos,Cocoon,05/05/2016,2016,59
5GKekzF1YcR2DQd9c3DI8y,TV Girl,Cigarettes out the Window,25/02/2016,2016,57
3JffB4CABj9lA0NC63kbCp,Blake Shelton,She's Got a Way with Words,20/05/2016,2016,56
6dHatCnuOb1TdBIeJTK3Y0,"Danny Brown', 'Kendrick Lamar', 'Ab-Soul', 'Earl Sweatshirt",Really Doe,27/09/2016,2016,58
3pUMsLZIy50bhHOR8K8EKG,Tomppabeats,Far Away,06/05/2016,2016,55
4c76d99AmSAwRFly6EGi0r,"DJ Drama', 'FKi 1st', 'Mac Miller', 'Lil Uzi Vert', 'Post Malone","Camera (feat. 1st FKI, Lil Uzi Vert, Mac Miller, and Post Malone)",22/07/2016,2016,56
6zUy2nnchfZpzaDalE6sO2,Pierce The Veil,Circles,13/05/2016,2016,58
4NSex17xPuab9EdpPqaox1,Ricky Montgomery,My Heart Is Buried in Venice,08/04/2016,2016,58
1V2K6ftpUhL9sLEoceuzoY,Gavin DeGraw,She Sets The City On Fire,09/09/2016,2016,57
7i6FTYnqGAy7ICUB8bkPoh,Crush,Beautiful,17/12/2016,2016,70
46KyjsEobuGoWbH2CoWjCN,Ameer Vann,I'm Sorry,02/12/2016,2016,57
37ZgsOy8t4vMnGtMExr6ah,The Strokes,Threat of Joy,03/06/2016,2016,62
0qprlw0jfsW4H9cG0FFE0Z,Michael Kiwanuka,Cold Little Heart,15/07/2016,2016,66
3U1ebcYLCZGhXUefbLM80m,"Granger Smith', 'Earl Dibbles Jr.",Merica (feat. Earl Dibbles Jr.),04/03/2016,2016,55
2MpXDQlvNEbPcauGXgnHhv,"Matt Maeson', 'Vallis Alps",Hallucinogenics - Vallis Alps Remix,04/02/2016,2016,57
3QjIdDDKoZRyfWDKZC4Ayb,DEAN FUJIOKA,History Maker,07/10/2016,2016,62
5CGS4UovzA7ftCJkLVXQju,Kanye West,I Love Kanye,10/06/2016,2016,59
2TyCAfhwu5tRqFW8VnGMIL,"Solange', 'Sampha",Don't Touch My Hair (feat. Sampha),30/09/2016,2016,60
0lpRp9KzzMbC0w1uiL7H7f,Kaiydo,Fruit Punch,12/08/2016,2016,56
5QLH7zAdcAJLgR25gtvtoK,After The Burial,Lost In The Static,19/02/2016,2016,58
4l5lF04xjhTfYSopCXc4FU,"Jeezy', 'Bankroll Fresh",All There,28/10/2016,2016,55
3MvtzgklFDhOAC3lQJR09S,The Lumineers,Cleopatra,08/04/2016,2016,54
4VP1vL2y2iW0zoiMrFZBin,Deep Sleep Music Collective,Sleeping Music (Sounds for Sleep),07/11/2016,2016,62
1DoeAYZPdp1RPea7cqDH4m,LEGADO 7,El Afro (En Vivo),20/04/2016,2016,59
6CmFzaTvg7lRSAWwHmBDfj,Calibre 50,Amor Del Bueno,23/09/2016,2016,62
2eM4Ew20VXdjBhm6a6Cs9l,St. Paul & The Broken Bones,Flow with It (You Got Me Feeling Like),09/09/2016,2016,58
3Txcx4jhuiTZSvhAL0WaRc,"Yuna', 'Usher",Crush,20/05/2016,2016,61
7Kbf1qDeDqshPsG2eSonFy,Kodak Black,Gave It All I Got,10/06/2016,2016,55
6Ik9aiuaoEYxsEKGdQaEJB,Childish Gambino,California,02/12/2016,2016,58
7mhk9WyqZZzvTTCQKfh2iV,"Yo Gotti', 'E-40",Law (feat. E-40),19/02/2016,2016,55
2YSbHu9XF4bNYWt3MnIhgE,Panic! At The Disco,Bohemian Rhapsody,05/08/2016,2016,61
6ZPCHQl5bzCBOdMupogB00,Cody Jinks,No Words,12/08/2016,2016,54
5W4vPDfwFNQqt7frRjL41t,"Nick Jonas', 'Ty Dolla $ign",Bacon,10/06/2016,2016,57
2WTxIQ0ufU7AxT43ZKpllY,Big Thief,Masterpiece,27/05/2016,2016,58
0CBLqGc1esSZ5dM2gOZHsU,Run The Jewels,Talk to Me,25/12/2016,2016,55
1ue7zm5TVVvmoQV8lK6K2H,Maggie Lindemann,Pretty Girl,30/09/2016,2016,65
0Lc8GyUK7i6DWn6fL4Za22,"Struggle Jennings', 'Aaron Lewis",The Struggle Is Real,11/11/2016,2016,55
4bJX21zvsGJELwVNf902qk,6LACK,Never Know,18/11/2016,2016,59
2qLcJOLrh6Djda4uLbldSA,"Drake', 'Pimp C', 'dvsn",Faithful,06/05/2016,2016,58
1WpxXAGAGpF2OoVFCytYtS,BTS,Hold Me Tight,02/05/2016,2016,64
5wf3wwLBJj4j46xtJETZ8L,White Noise Spa,Soothing Deep Pink Noise,11/10/2016,2016,58
1dX6oGAG5PaexuPj29PsYd,KALEO,I Can't Go on Without You,10/06/2016,2016,64
1srvtCGacXBFhjJtXi1ORs,"T.I.', 'Quavo', 'Meek Mill', 'RaRa",Black Man,16/12/2016,2016,60
1UfggBHAXYshrotmRYYrWq,"RÜFÜS DU SOL', 'What So Not",Innerbloom (What So Not Remix),21/10/2016,2016,55
0HP8e0rfD5dkxTYMPq3BF6,The Lumineers,Ophelia,08/04/2016,2016,54
0c2E2zcsp8EoWmfw8YQphH,BTS,Autumn Leaves,02/05/2016,2016,63
4pCvnGkf7jveRMKHZosxxB,Rezz,Edge,22/01/2016,2016,59
5XRA247bvOFoCBR15hgQFZ,Rebelution,Mirage,03/06/2016,2016,55
46h9F8VMYavgKbjzdtwjwI,Deep Sleep Music Collective,Dark Skies,07/11/2016,2016,62
2Nh2cMryoXl7BrZoIeN2Pr,"Domo Genesis', 'Anderson .Paak",Dapper (feat. Anderson .Paak),25/03/2016,2016,58
4p1pxmqtPtPHqWbOd2RgXu,The 1975,Loving Someone,26/02/2016,2016,55
5f6esnDQcBiFAm8iMfkw12,"Isaiah Rashad', 'Syd",Silkk da Shocka (feat. Syd),02/09/2016,2016,57
0rLKNaCryQIN2iuun5DT5G,Bryce Vine,The Fall,30/09/2016,2016,56
3f2k8op0nWDoZM4pXim6wG,"Kid Cudi', 'Pharrell Williams",Surfin',30/09/2016,2016,58
2kLHSJ9B6sqDYggynPrNiA,"Phil Wickham', 'Madison Cunningham",The Secret Place - Acoustic,14/10/2016,2016,54
3lMob8LMW1tyFC9yt2UBAC,Deep Sleep Music Collective,REM Sleep,07/11/2016,2016,62
6u1E03WKp0QsOfK5FEzzGr,Donovan Woods,"Portland, Maine",25/02/2016,2016,61
3CuscN8itbT86pQFKQMIk7,The Lumineers,Where The Skies Are Blue,08/04/2016,2016,54
6wfzokDylbrJzrJcpnBkcy,Kanye West,Freestyle 4,10/06/2016,2016,59
2d7LPtieXdIYzf7yHPooWd,Sleeping At Last,Chasing Cars,04/11/2016,2016,64
1LfWibYjk0TD8YNPtzym9A,Bon Iver,33 “GOD”,30/09/2016,2016,61
5A63MgoNPniM7necFglMhe,YG,Twist My Fingaz,17/06/2016,2016,54
7CBrUf50mf2IqcRZla38by,Jessie Mueller,She Used to Be Mine,03/06/2016,2016,59
1o6YK7phnXgsljfWSQQfWc,James TW,When You Love Someone,15/04/2016,2016,63
42TrdbXsmLybxUGJczYbrJ,"The Knocks', 'POWERS",Classic (feat. POWERS),04/03/2016,2016,57
19kxim9pNHLm8MENcZeu94,Run The Jewels,Oh Mama,25/12/2016,2016,55
0lwUIYJfWGB8qUEAJtYfb6,KALEO,Broken Bones,10/06/2016,2016,63
4VfUsROTUjsBGbzMP6egkv,Deep Sleep Music Collective,Soothing Sleep,07/11/2016,2016,61
3DORsoGpr8l2xsaZE9baq5,Mac Miller,Wake Up,03/06/2016,2016,57
2fPwXViRQPqalsO0bFyvwv,Deep Sleep Music Collective,Awakenings,07/11/2016,2016,62
4Sr6N2pJXCb5VjdknAjblG,Hala,"What Is Love? Tell Me, Is It Easy?",13/05/2016,2016,57
44Ssjb20kLO6FshLp0gNZE,Dance Gavin Dance,Chucky vs. The Giant Tortoise,07/10/2016,2016,56
3SUQYLuMqCW7lkMAZ1Bhev,"Zooey Deschanel', 'Anna Kendrick', 'Gwen Stefani', 'James Corden', 'Walt Dohrn', 'Ron Funches', 'Caroline Hjelt', 'Aino Jawo', 'Kunal Nayyar",I'm Coming Out / Mo' Money Mo' Problems,23/09/2016,2016,58
4dKkvmCP8VYyPzyk3TgfQb,Deep Sleep Music Collective,Calm Sounds for Sleep,07/11/2016,2016,61
0UDCfleTgwihlnOUxbzokR,BTS,Awake,10/10/2016,2016,63
38wDkBNOGJJ0YtqWOaLEFh,littleONES,Baby Sleep Shhh: The Perfect Settling Tool for Babies!,08/10/2016,2016,74
2Lk8XTulavagQOrYqFpGB8,Billy Strings,Dust in a Baggie,10/06/2016,2016,56
5XE2EbL8QAklJOtH66IKhJ,Los Cadetes De Linares,El Asesino,25/04/2016,2016,60
6pqKbOiVd58jcnxqIB10Ra,Young the Giant,Amerika,12/08/2016,2016,56
665AK0ovB11McZRwfa852G,"Vicetone', 'Tony Igy",Astronomia,16/09/2016,2016,77
3Ilbj3JF3dED8cjRaPmqhk,Deep Sleep Music Collective,Pink Sky,07/11/2016,2016,62
5ZSFTQ70kXT0HeOBKO14lC,Rayy Dubb,You Lied,02/09/2016,2016,56
4k5UZm89ZX0YAHUp55zpt9,"Mac Miller', 'CeeLo Green",We (feat. CeeLo Green),16/09/2016,2016,58
6P18h1X557wTCkuiAxnzzf,Deep Sleep Music Collective,Purple Star,07/11/2016,2016,62
1Kxap8UbrmlXcgKBuCysNg,Gerardo Ortiz,Quién Se Anima,15/04/2016,2016,62
0z87h9TTEDeNNh2N0cLaA1,Jake Owen,Good Company,29/07/2016,2016,55
2ONIJ40u0Attbm3miIIpNO,"Sia', 'Sean Paul",Cheap Thrills (feat. Sean Paul),21/10/2016,2016,61
4K6OlCO3WbxsMr0h7U8nlY,Deep Sleep Music Collective,Soft Piano,07/11/2016,2016,61
2yGxyuPBpC9JkgdnLLybPO,Deep Sleep Music Collective,Music to Help You Sleep,07/11/2016,2016,61
4TWHREp4wv0TmewqR6rgRd,BLACKPINK,STAY,01/11/2016,2016,67
6zQ0IcachvPDp04oWI7w8B,"Wifisfuneral', 'Ugly God",Wya? (feat. Ugly God) - Remix,18/08/2017,2017,60
3F0mcxksBp33QrL6oyjvLN,Saib,Sakura Trees,10/03/2017,2017,65
1eKvw144NYPlDjR0wQoGLW,SYML,Where's My Love - Acoustic,07/07/2017,2017,66
6jQPolTBq89z9AHrMrmYpS,"SLANDER', 'Eric Leva",Superhuman,23/06/2017,2017,60
5v6RTnnPQPEj2ciqpZewtc,Greyson Chance,Low,08/12/2017,2017,63
5m4DjkPaGvrcHGT5h8oNCM,"Bryce Vine', 'Emma Zander",Bella (feat. Emma Zander),30/11/2017,2017,60
3zT2616WcD9Df5m21OsCX0,Imagine Dragons,Rise Up,23/06/2017,2017,68
2mSrVZsSKn2Ye5f0YuAbMh,Jeremy Zucker,Idk Love,26/05/2017,2017,63
3tcoEYOZUHKB3RKNByIN13,Lil Uzi Vert,For Real,25/08/2017,2017,60
7fRUbeffEPwYVhZul3mtKF,Parker McCollum,Misunderstood,10/11/2017,2017,58
00iwQgjIgoGO94BRBDyClo,Kudasaibeats,The Girl I Haven't Met,20/12/2017,2017,64
1oMjdnSIwiQF0rnEUbCt2V,All That Remains,The Thunder Rolls - Cover,28/04/2017,2017,58
7d0XkI4iJ32nxeFAHFXbLQ,Fleet Foxes,"If You Need To, Keep Time on Me",16/06/2017,2017,64
5VElkYenegHlF1oBmZ06oq,Rain Sounds Factory STHLM,Rain Sound : Monsun,21/04/2017,2017,63
4aSfgWmRa9KsISD4Jmx7QB,"Kygo', 'Sasha Sloan",This Town (feat. Sasha Sloan),21/09/2017,2017,66
1QSMyV4BAvNRwIpRzS8zWn,$uicideBoy$,Now I'm Up To My Neck With Offers,11/09/2017,2017,61
5HtziFfFGxXpugCqZaAHoY,"Gucci Mane', '2 Chainz', 'Young Dolph",Both Eyes Closed (feat. 2 Chainz and Young Dolph),26/05/2017,2017,59
5teILTGkJkSJXI03XeMIj2,LEGADO 7,De Periódico Un Gallito,20/04/2017,2017,63
7HuBDWi18s4aJM8UFnNheH,Taylor Swift,King Of My Heart,10/11/2017,2017,65
3Ga6eKrUFf12ouh9Yw3v2D,"Anitta', 'J Balvin",Downtown,19/11/2017,2017,72
6dMnsLoJPFfXIxcsDqjGiZ,keshi,over u,20/09/2017,2017,64
2KCqAdd2ad0hpJc5ySoTE8,Hollow Coves,Coastline,03/02/2017,2017,67
5hKjEpYrJIJs6uPl7zw6Y6,"Jory Boy', 'Bad Bunny",No Te Hagas,11/03/2017,2017,66
1rsAFUCa6BVMgRQ3FCQQsi,Lil Pump,Boss,06/10/2017,2017,66
3o8QzWsiiqTUVgBZfHgF58,NCT 127,Cherry Bomb,14/06/2017,2017,68
5Nu5Uyoauauy9LFePYL1Z3,ODESZA,Late Night,08/09/2017,2017,62
2z4pcBLQXF2BXKFvd0BuB6,"Jason Derulo', 'French Montana",Tip Toe (feat. French Montana),10/11/2017,2017,69
7IYxWrs94jceRhxJJKDEJe,Rain Sounds Factory STHLM,Rain Sound : Sunday Dreaming,21/04/2017,2017,63
2wzpr7E2FkOISAbYQOtPmZ,"$uicideBoy$', 'Germ",Slip On A Banana Clip,21/02/2017,2017,61
3Zc922QGIRgdMRFa6qSiz7,Russ,Scared,05/05/2017,2017,61
2Gl0FzuLxflY6nPifJp5Dr,"Kygo', 'Ellie Goulding",First Time,28/04/2017,2017,68
2XlHu0HcujBCkWMdIAvrqt,Drake,Blem,18/03/2017,2017,65
2169IKAivSUUFGcedGASXc,Stefflon Don,16 Shots,22/05/2017,2017,71
0cTmHyEAcGnkIv3yC0sVwL,Thunderbound Productions,Timeless Rain,12/04/2017,2017,63
4zohK59ouRruiqESaTcOZW,Jack Johnson,My Mind Is For Sale,08/09/2017,2017,65
49K3jbwZmZKaDGTfjpIVg0,"Quality Control', 'Lil Baby', 'Kodak Black', 'Quavo', 'Moneybagg Yo",My Dawg,08/12/2017,2017,59
2cOzI3LOIkRIKEidcGZ1Bc,Crumb,Plants,23/06/2017,2017,61
4bgXEwLBvgVywxVlfaEpEm,Ski Mask The Slump God,Like A Soccer Mom,06/03/2017,2017,60
3LH6EfPCeySeuymuK2gWAO,Litany,Bedroom,07/06/2017,2017,62
240audWazVjwvwh7XwfSZE,$uicideBoy$,For the Last Time,05/09/2017,2017,61
3Z6DV0jsGqCs4whsfda7lX,Anita Baker,Sweet Love,23/06/2017,2017,58
1fnRwgZLgAYMM1dVL1oqwG,"Plies', 'Kodak Black",Real Hitta (feat. Kodak Black),12/05/2017,2017,58
6qiivlwgnkjFnWbY9fbFOW,Cuco,One and Only,28/01/2017,2017,60
1n4jwRVXdkK2U34nBDUKKT,Kendrick Lamar,BLOOD.,14/04/2017,2017,62
6TFUZ8Bt1brEwomY90SKXi,Toro y Moi,Girl Like You,07/07/2017,2017,59
1QstbjmlSF0xMxGIdvhiGh,Young Dolph,Play Wit Yo' Bitch,03/02/2017,2017,58
07NxDD1iKCHbAldceD7QLP,Taylor Swift,This Is Why We Can't Have Nice Things,10/11/2017,2017,64
1elh7SJVKWt2xpqwCLRRzG,Brett Young,Like I Loved You,10/02/2017,2017,59
45IavwCzlcFrTnzTfVCGX2,Scotty Sire,Sad Song,09/02/2017,2017,61
4BGfM7Faj0dyEnSuaOw67j,Caleb Belkin,I Fall in Love Too Easliy,16/07/2017,2017,63
2heBToLEB7odACQ3xwb32A,Chris Stapleton,Scarecrow In The Garden,01/12/2017,2017,60
2lH43POZa4XHxydnZizET5,"PnB Rock', 'Wiz Khalifa', 'NGHTMRE",TTM (feat. Wiz Khalifa & NGHTMRE),17/11/2017,2017,62
6SWHTMywuTXLFlMQ75cAuu,Khalid,Keep Me,27/04/2017,2017,62
3xcCix7Jv1Rp90YVmgo35D,Wolfine,Bella,29/12/2017,2017,69
5PfTI3zrQbZEWcQdycMqJM,"Young Thug', '2 Chainz', 'Wiz Khalifa', 'PnB Rock","Gang Up (with Young Thug, 2 Chainz & Wiz Khalifa feat. PnB Rock)",23/03/2017,2017,58
7EoSDrwBPUBeBEORrpvgko,Ugly God,Water,04/08/2017,2017,60
7J6bnDDitOwfelaJNixHhL,"Huncho Jack', 'Travis Scott', 'Quavo",Modern Slavery,21/12/2017,2017,62
7pF0xW7MH9Tucfpb1Oys0R,blackbear,if i could i would feel nothing,21/04/2017,2017,61
1CAijerspiGnyZHAVsGNL1,mansionz,Rich White Girls,24/03/2017,2017,61
3jZV2hlM8mPyEKL0RhLJzF,Chris Webby,Rookie Of The Year,20/12/2017,2017,60
5wvtHXLPdNrLBNIta50PeV,Xuitcasecity,Need Somebody (Acoustic),15/12/2017,2017,64
0jqFM7E9z1PLYtPVCuFwAi,Phoebe Bridgers,Scott Street,22/09/2017,2017,63
0I0ZackSSk90oGUJtfKnJd,"Dream Easy Collective', 'khai dreams', 'Barnes Blvd.",Ultimately,04/12/2017,2017,62
5BpmwiKR6ns1EtfCQRpNUc,Niall Horan,Flicker,20/10/2017,2017,68
2yuyaYAELoMG4ApV5wJsWR,"Gucci Mane', 'The Weeknd",Curve (feat. The Weeknd),13/10/2017,2017,62
